fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,color,fixed_acidity^2,fixed_acidity volatile_acidity,fixed_acidity citric_acid,fixed_acidity residual_sugar,fixed_acidity chlorides,fixed_acidity free_sulfur_dioxide,fixed_acidity total_sulfur_dioxide,fixed_acidity density,fixed_acidity pH,fixed_acidity sulphates,fixed_acidity alcohol,fixed_acidity quality,volatile_acidity^2
6.6,0.17,0.28,1.8,0.042,62,178,0.99204,3.15,0.42,10.2,5,white,43.56,1.122,1.848,11.88,0.2772,409.2,1174.8,6.547464,20.79,2.772,67.32,33,0.0289
8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,5,red,67.24,7.257,1.64,11.48,0.7052,57.4,254.2,8.15572,25.502,3.772,82,41,0.783225
7.9,0.21,0.4,1.2,0.039,38,107,0.992,3.21,0.54,10.8,6,white,62.41,1.659,3.16,9.48,0.3081,300.2,845.3,7.8368,25.359,4.266,85.32,47.4,0.0441
5.7,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,white,32.49,2.565,2.394,6.27,0.2907,347.7,1122.9,5.66124,17.214,2.28,51.3,28.5,0.2025
6.8,0.19,0.32,7.6,0.049,37,107,0.99332,3.12,0.44,10.7,7,white,46.24,1.292,2.176,51.68,0.3332,251.6,727.6,6.754576,21.216,2.992,72.76,47.6,0.0361
7.5,0.26,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9,4,white,56.25,1.95,4.425,88.5,0.345,435,1230,7.48605,23.775,3.45,66.75,30,0.0676
7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,5,white,50.41,1.633,1.988,13.49,0.3266,234.3,731.3,7.028787,22.152,2.201,85.2,35.5,0.0529
6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,6,red,47.61,3.519,1.587,13.8,0.4968,89.7,151.8,6.861222,23.46,5.796,77.28,41.4,0.2601
6.7,0.26,0.49,8.3,0.047,54,191,0.9954,3.23,0.4,10.3,6,white,44.89,1.742,3.283,55.61,0.3149,361.8,1279.7,6.66918,21.641,2.68,69.01,40.2,0.0676
6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,6,red,42.25,3.965,0,14.3,0.6175,312,383.5,6.470165,23.465,4.55,74.75,39,0.3721
9.2,0.56,0.18,1.6,0.078,10,21,0.99576,3.15,0.49,9.9,5,red,84.64,5.152,1.656,14.72,0.7176,92,193.2,9.160992,28.98,4.508,91.08,46,0.3136
5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,6,white,34.81,2.006,1.77,22.42,0.2065,336.3,796.5,5.841944,18.231,2.006,70.8,35.4,0.1156
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.06666667,6,red,53.29,4.891,0.146,16.06,0.5256,226.3,671.6,7.268318,24.236,4.964,80.78666667,43.8,0.4489
7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6,7,white,49,1.4,2.38,14.7,0.343,84,952,6.9454,22.75,3.22,81.2,49,0.04
7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,5,white,60.84,1.014,2.34,14.04,0.312,335.4,1396.2,7.7649,26.754,3.198,70.2,39,0.0169
7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5,5,red,59.29,4.774,0.308,29.26,0.6468,192.5,346.5,7.68306,25.718,4.081,73.15,38.5,0.3844
5.6,0.34,0.1,1.3,0.031,20,68,0.9906,3.36,0.51,11.2,7,white,31.36,1.904,0.56,7.28,0.1736,112,380.8,5.54736,18.816,2.856,62.72,39.2,0.1156
7,0.24,0.47,1.3,0.043,18,131,0.99176,3.19,0.45,11,6,white,49,1.68,3.29,9.1,0.301,126,917,6.94232,22.33,3.15,77,42,0.0576
7.5,0.26,0.3,4.6,0.027,29,92,0.99085,3.15,0.38,12,7,white,56.25,1.95,2.25,34.5,0.2025,217.5,690,7.431375,23.625,2.85,90,52.5,0.0676
9.5,0.735,0.1,2.1,0.079,6,31,0.9986,3.23,0.56,10.1,6,red,90.25,6.9825,0.95,19.95,0.7505,57,294.5,9.4867,30.685,5.32,95.95,57,0.540225
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,white,56.25,2.175,5.025,60.75,0.2775,397.5,1245,7.4745,21.75,3.075,66.75,45,0.0841
4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,5,white,24.01,1.6905,1.666,4.9,0.3332,156.8,700.7,4.857762,15.876,1.96,49.49,24.5,0.119025
7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,6,white,53.29,1.971,2.19,9.49,0.292,189.8,613.2,7.243206,23.944,3.869,78.11,43.8,0.0729
6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,6,red,47.61,2.484,1.725,16.56,0.6762,34.5,110.4,6.87516,23.529,4.14,69.69,41.4,0.1296
6.5,0.25,0.45,7.8,0.048,52,188,0.99576,3.2,0.53,9.1,5,white,42.25,1.625,2.925,50.7,0.312,338,1222,6.47244,20.8,3.445,59.15,32.5,0.0625
7.8,0.53,0.33,2.4,0.08,24,144,0.99655,3.3,0.6,9.5,5,red,60.84,4.134,2.574,18.72,0.624,187.2,1123.2,7.77309,25.74,4.68,74.1,39,0.2809
5.6,0.19,0.26,1.4,0.03,12,76,0.9905,3.25,0.37,10.9,7,white,31.36,1.064,1.456,7.84,0.168,67.2,425.6,5.5468,18.2,2.072,61.04,39.2,0.0361
6.7,0.16,0.36,2,0.045,24,131,0.99284,3.3,0.59,10.5,6,white,44.89,1.072,2.412,13.4,0.3015,160.8,877.7,6.652028,22.11,3.953,70.35,40.2,0.0256
7.7,0.835,0,2.6,0.081,6,14,0.9975,3.3,0.52,9.3,5,red,59.29,6.4295,0,20.02,0.6237,46.2,107.8,7.68075,25.41,4.004,71.61,38.5,0.697225
5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,5,white,34.81,1.711,0.944,46.61,0.2596,283.2,1162.3,5.871208,18.939,2.124,55.46,29.5,0.0841
6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4,5,white,47.61,1.173,1.725,11.04,0.3243,234.6,910.8,6.84066,21.804,3.312,78.66,34.5,0.0289
5.9,0.46,0.14,2.7,0.042,27,160,0.9931,3.46,0.51,10.6,7,white,34.81,2.714,0.826,15.93,0.2478,159.3,944,5.85929,20.414,3.009,62.54,41.3,0.2116
9.1,0.52,0.33,1.3,0.07,9,30,0.9978,3.24,0.6,9.3,5,red,82.81,4.732,3.003,11.83,0.637,81.9,273,9.07998,29.484,5.46,84.63,45.5,0.2704
8.2,0.34,0.29,5.2,0.076,19,92,0.99138,2.95,0.39,12.5,6,white,67.24,2.788,2.378,42.64,0.6232,155.8,754.4,8.129316,24.19,3.198,102.5,49.2,0.1156
7.6,0.21,0.35,1.2,0.041,7,106,0.9914,3.06,0.45,11.3,4,white,57.76,1.596,2.66,9.12,0.3116,53.2,805.6,7.53464,23.256,3.42,85.88,30.4,0.0441
7.3,0.24,0.39,3.6,0.024,35,116,0.9928,3.17,0.51,10.9,5,white,53.29,1.752,2.847,26.28,0.1752,255.5,846.8,7.24744,23.141,3.723,79.57,36.5,0.0576
6.9,0.3,0.3,1.3,0.053,24,186,0.99361,3.29,0.54,9.9,4,white,47.61,2.07,2.07,8.97,0.3657,165.6,1283.4,6.855909,22.701,3.726,68.31,27.6,0.09
7.9,0.37,0.3,2.7,0.029,64,158,0.9916,3.12,0.59,12,7,white,62.41,2.923,2.37,21.33,0.2291,505.6,1248.2,7.83364,24.648,4.661,94.8,55.3,0.1369
7.1,0.66,0,2.4,0.052,6,11,0.99318,3.35,0.66,12.7,7,red,50.41,4.686,0,17.04,0.3692,42.6,78.1,7.051578,23.785,4.686,90.17,49.7,0.4356
12.7,0.6,0.65,2.3,0.063,6,25,0.9997,3.03,0.57,9.9,5,red,161.29,7.62,8.255,29.21,0.8001,76.2,317.5,12.69619,38.481,7.239,125.73,63.5,0.36
6.8,0.21,0.37,7,0.038,27,107,0.99206,2.98,0.82,11.5,6,white,46.24,1.428,2.516,47.6,0.2584,183.6,727.6,6.746008,20.264,5.576,78.2,40.8,0.0441
6,0.36,0.32,1.1,0.053,26,173,0.99414,3.38,0.54,8.8,5,white,36,2.16,1.92,6.6,0.318,156,1038,5.96484,20.28,3.24,52.8,30,0.1296
7.9,0.52,0.26,1.9,0.079,42,140,0.9964,3.23,0.54,9.5,5,red,62.41,4.108,2.054,15.01,0.6241,331.8,1106,7.87156,25.517,4.266,75.05,39.5,0.2704
7.5,0.18,0.39,1.9,0.054,23,91,0.9941,3.27,0.45,10.3,6,white,56.25,1.35,2.925,14.25,0.405,172.5,682.5,7.45575,24.525,3.375,77.25,45,0.0324
8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7,6,red,64,4.96,2.64,21.6,0.704,128,296,7.9776,26.48,4.64,85.6,48,0.3844
5,0.33,0.18,4.6,0.032,40,124,0.99114,3.18,0.4,11,6,white,25,1.65,0.9,23,0.16,200,620,4.9557,15.9,2,55,30,0.1089
7.9,0.35,0.28,12.9,0.032,13,63,0.9932,2.99,0.43,13,6,white,62.41,2.765,2.212,101.91,0.2528,102.7,497.7,7.84628,23.621,3.397,102.7,47.4,0.1225
8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,5,white,65.61,1.782,2.268,62.37,0.3483,461.7,1425.6,8.06274,25.272,4.455,81,40.5,0.0484
8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,6,red,70.56,3.276,0.84,14.28,0.63,50.4,210,8.364804,25.956,3.612,81.48,50.4,0.1521
8,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,6,red,64,3.84,2.72,17.6,0.584,128,200,7.9488,26.24,5.28,99.2,48,0.2304
6.3,0.21,0.29,11.7,0.048,49,147,0.99482,3.22,0.38,10.8,5,white,39.69,1.323,1.827,73.71,0.3024,308.7,926.1,6.267366,20.286,2.394,68.04,31.5,0.0441
6.6,0.16,0.34,1.1,0.037,41,115,0.9899,3.01,0.68,12,6,white,43.56,1.056,2.244,7.26,0.2442,270.6,759,6.53334,19.866,4.488,79.2,39.6,0.0256
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,white,44.89,1.876,1.876,16.08,0.0804,241.2,670,6.637288,21.842,2.613,78.39,46.9,0.0784
5.1,0.21,0.28,1.4,0.047,48,148,0.99168,3.5,0.49,10.4,5,white,26.01,1.071,1.428,7.14,0.2397,244.8,754.8,5.057568,17.85,2.499,53.04,25.5,0.0441
5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,5,red,34.81,3.8055,0.708,11.8,0.4425,188.8,259.6,5.873273,21.063,4.189,60.18,29.5,0.416025
8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,5,white,70.56,2.52,2.1,149.1,0.3948,210,1831.2,8.401344,25.032,5.544,76.44,42,0.09
7.4,0.4,0.41,14.1,0.053,37,194,0.99886,3.2,0.63,9.4,6,white,54.76,2.96,3.034,104.34,0.3922,273.8,1435.6,7.391564,23.68,4.662,69.56,44.4,0.16
7.3,0.23,0.37,1.8,0.032,60,156,0.992,3.11,0.35,11.1,6,white,53.29,1.679,2.701,13.14,0.2336,438,1138.8,7.2416,22.703,2.555,81.03,43.8,0.0529
8,0.66,0.72,17.55,0.042,62,233,0.9999,2.92,0.68,9.4,4,white,64,5.28,5.76,140.4,0.336,496,1864,7.9992,23.36,5.44,75.2,32,0.4356
8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,6,white,64,1.92,2.64,9.6,0.352,224,808,7.9228,24.24,3.44,100,48,0.0576
7.2,0.39,0.63,11,0.044,55,156,0.9974,3.09,0.44,8.7,6,white,51.84,2.808,4.536,79.2,0.3168,396,1123.2,7.18128,22.248,3.168,62.64,43.2,0.1521
6.1,0.32,0.28,6.6,0.021,29,132,0.99188,3.15,0.36,11.45,7,white,37.21,1.952,1.708,40.26,0.1281,176.9,805.2,6.050468,19.215,2.196,69.845,42.7,0.1024
5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,6,white,32.49,2.052,1.197,38.19,0.2166,290.7,946.2,5.66637,18.753,3.591,57,34.2,0.1296
5.2,0.365,0.08,13.5,0.041,37,142,0.997,3.46,0.39,9.9,6,white,27.04,1.898,0.416,70.2,0.2132,192.4,738.4,5.1844,17.992,2.028,51.48,31.2,0.133225
9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,7,red,92.16,3.072,4.512,13.44,0.5376,86.4,230.4,9.57072,30.912,7.872,98.88,67.2,0.1024
6.8,0.45,0.3,11.8,0.094,23,97,0.997,3.09,0.44,9.6,5,white,46.24,3.06,2.04,80.24,0.6392,156.4,659.6,6.7796,21.012,2.992,65.28,34,0.2025
7.5,0.42,0.31,1.6,0.08,15,42,0.9978,3.31,0.64,9,5,red,56.25,3.15,2.325,12,0.6,112.5,315,7.4835,24.825,4.8,67.5,37.5,0.1764
8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,6,white,64,1.6,2.4,64.8,0.296,336,1040,7.95032,24.8,5.36,94.4,48,0.04
6.7,0.15,0.29,5,0.058,28,105,0.9946,3.52,0.44,10.2,7,white,44.89,1.005,1.943,33.5,0.3886,187.6,703.5,6.66382,23.584,2.948,68.34,46.9,0.0225
6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8,5,white,43.56,1.848,1.518,68.64,0.3234,297,1254,6.583764,20.592,3.366,58.08,33,0.0784
6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,4,white,37.21,3.66,0.732,10.98,0.305,67.1,463.6,6.055348,20.862,2.928,63.44,24.4,0.36
7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,5,white,60.84,2.028,3.432,10.14,0.2886,335.4,1029.6,7.75632,24.804,5.07,78,39,0.0676
9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,7,white,81,1.53,4.41,9,0.351,414,1179,8.937,27.81,4.59,94.5,63,0.0289
6.9,0.34,0.74,11.2,0.069,44,150,0.9968,3,0.81,9.2,5,white,47.61,2.346,5.106,77.28,0.4761,303.6,1035,6.87792,20.7,5.589,63.48,34.5,0.1156
6.1,0.28,0.3,7.75,0.031,33,139,0.99296,3.22,0.46,11,6,white,37.21,1.708,1.83,47.275,0.1891,201.3,847.9,6.057056,19.642,2.806,67.1,36.6,0.0784
8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,6,red,67.24,3.608,1.968,18.86,0.5166,82,229.6,8.168266,26.65,4.346,83.64,49.2,0.1936
7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,6,white,49,1.89,2.24,47.6,0.329,329,1351,6.9566,22.61,2.73,79.8,42,0.0729
6.5,0.25,0.35,12,0.055,47,179,0.998,3.58,0.47,10,5,white,42.25,1.625,2.275,78,0.3575,305.5,1163.5,6.487,23.27,3.055,65,32.5,0.0625
6.1,0.31,0.34,2.8,0.042,59.5,162,0.99179,3.27,0.47,10.8,6,white,37.21,1.891,2.074,17.08,0.2562,362.95,988.2,6.049919,19.947,2.867,65.88,36.6,0.0961
8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,7,red,75.69,4.176,2.61,24.36,0.5742,87,243.6,8.66868,28.971,5.829,97.44,60.9,0.2304
7.8,0.56,0.19,2.1,0.081,15,105,0.9962,3.33,0.54,9.5,5,red,60.84,4.368,1.482,16.38,0.6318,117,819,7.77036,25.974,4.212,74.1,39,0.3136
6.8,0.18,0.21,5.4,0.053,34,104,0.99445,3.3,0.43,9.4,5,white,46.24,1.224,1.428,36.72,0.3604,231.2,707.2,6.76226,22.44,2.924,63.92,34,0.0324
8.6,0.26,0.41,2.2,0.049,29,111,0.9941,2.96,0.44,10,5,white,73.96,2.236,3.526,18.92,0.4214,249.4,954.6,8.54926,25.456,3.784,86,43,0.0676
6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,4,white,46.24,4.352,0.544,65.96,0.4216,176.8,965.6,6.78096,22.916,3.128,60.52,27.2,0.4096
6.7,0.27,0.26,2.3,0.043,61,181,0.99394,3.45,0.63,10.6,6,white,44.89,1.809,1.742,15.41,0.2881,408.7,1212.7,6.659398,23.115,4.221,71.02,40.2,0.0729
6.7,0.31,0.08,1.3,0.038,58,147,0.9922,3.18,0.46,10,5,white,44.89,2.077,0.536,8.71,0.2546,388.6,984.9,6.64774,21.306,3.082,67,33.5,0.0961
6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,6,white,40.96,0.64,2.24,31.36,0.3072,198.4,659.2,6.36608,21.952,5.056,62.08,38.4,0.01
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6,red,118.81,3.488,5.668,19.62,1.4388,185.3,479.6,10.871006,35.752,8.393,125.35,65.4,0.1024
9.4,0.23,0.56,16.45,0.063,52.5,282,1.00098,3.1,0.51,9.3,5,white,88.36,2.162,5.264,154.63,0.5922,493.5,2650.8,9.409212,29.14,4.794,87.42,47,0.0529
6.6,0.55,0.01,2.7,0.034,56,122,0.9906,3.15,0.3,11.9,5,white,43.56,3.63,0.066,17.82,0.2244,369.6,805.2,6.53796,20.79,1.98,78.54,33,0.3025
7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,6,white,59.29,1.848,2.079,13.86,0.3927,400.4,1463,7.64456,24.871,3.85,83.16,46.2,0.0576
7.6,0.29,0.49,9.6,0.03,45,197,0.9938,3.13,0.38,12.3,7,white,57.76,2.204,3.724,72.96,0.228,342,1497.2,7.55288,23.788,2.888,93.48,53.2,0.0841
7.1,0.13,0.38,1.8,0.046,14,114,0.9925,3.32,0.9,11.7,6,white,50.41,0.923,2.698,12.78,0.3266,99.4,809.4,7.04675,23.572,6.39,83.07,42.6,0.0169
7.6,0.78,0,1.7,0.076,33,45,0.99612,3.31,0.62,10.7,6,red,57.76,5.928,0,12.92,0.5776,250.8,342,7.570512,25.156,4.712,81.32,45.6,0.6084
8,0.24,0.48,6.8,0.047,13,134,0.99616,3.23,0.7,10,5,white,64,1.92,3.84,54.4,0.376,104,1072,7.96928,25.84,5.6,80,40,0.0576
7.2,0.31,0.41,8.6,0.053,15,89,0.9976,3.29,0.64,9.9,6,white,51.84,2.232,2.952,61.92,0.3816,108,640.8,7.18272,23.688,4.608,71.28,43.2,0.0961
7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,6,white,60.84,1.404,2.418,95.16,0.4134,358.8,1092,7.7844,23.868,4.134,69.42,46.8,0.0324
6.4,0.33,0.24,1.6,0.054,25,117,0.9943,3.36,0.5,9.3,5,white,40.96,2.112,1.536,10.24,0.3456,160,748.8,6.36352,21.504,3.2,59.52,32,0.1089
9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,6,red,88.36,2.256,3.102,21.62,0.5734,488.8,686.2,9.379884,32.618,8.46,95.88,56.4,0.0576
8.7,0.82,0.02,1.2,0.07,36,48,0.9952,3.2,0.58,9.8,5,red,75.69,7.134,0.174,10.44,0.609,313.2,417.6,8.65824,27.84,5.046,85.26,43.5,0.6724
6,0.41,0.21,1.9,0.05,29,122,0.9928,3.42,0.52,10.5,6,white,36,2.46,1.26,11.4,0.3,174,732,5.9568,20.52,3.12,63,36,0.1681
6.7,0.28,0.31,7.4,0.041,7,81,0.99254,3.04,0.47,11.4,8,white,44.89,1.876,2.077,49.58,0.2747,46.9,542.7,6.650018,20.368,3.149,76.38,53.6,0.0784
6,0.26,0.15,1.3,0.06,51,154,0.99354,3.14,0.51,8.7,5,white,36,1.56,0.9,7.8,0.36,306,924,5.96124,18.84,3.06,52.2,30,0.0676
7.6,0.19,0.42,1.5,0.044,6,114,0.9914,3.04,0.74,12.8,6,white,57.76,1.444,3.192,11.4,0.3344,45.6,866.4,7.53464,23.104,5.624,97.28,45.6,0.0361
6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,6,white,43.56,2.574,1.848,60.72,0.2376,66,607.2,6.547596,20.262,2.31,79.86,39.6,0.1521
5.7,0.25,0.22,9.8,0.049,50,125,0.99571,3.2,0.45,10.1,6,white,32.49,1.425,1.254,55.86,0.2793,285,712.5,5.675547,18.24,2.565,57.57,34.2,0.0625
5.8,0.29,0.33,3.7,0.029,30,88,0.98994,3.25,0.42,12.3,6,white,33.64,1.682,1.914,21.46,0.1682,174,510.4,5.741652,18.85,2.436,71.34,34.8,0.0841
11.2,0.5,0.74,5.15,0.1,5,17,0.9996,3.22,0.62,11.2,5,red,125.44,5.6,8.288,57.68,1.12,56,190.4,11.19552,36.064,6.944,125.44,56,0.25
6.7,0.23,0.26,1.4,0.06,33,154,0.9934,3.24,0.56,9.5,6,white,44.89,1.541,1.742,9.38,0.402,221.1,1031.8,6.65578,21.708,3.752,63.65,40.2,0.0529
6.8,0.22,0.49,0.9,0.052,26,128,0.991,3.25,0.35,11.4,6,white,46.24,1.496,3.332,6.12,0.3536,176.8,870.4,6.7388,22.1,2.38,77.52,40.8,0.0484
6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2,6,white,38.44,0.992,2.914,8.68,0.1798,142.6,502.2,6.138,20.212,2.604,75.64,37.2,0.0256
5.8,0.28,0.27,2.6,0.054,30,156,0.9914,3.53,0.42,12.4,5,white,33.64,1.624,1.566,15.08,0.3132,174,904.8,5.75012,20.474,2.436,71.92,29,0.0784
9.2,0.34,0.27,1.2,0.026,17,73,0.9921,3.08,0.39,10.8,5,white,84.64,3.128,2.484,11.04,0.2392,156.4,671.6,9.12732,28.336,3.588,99.36,46,0.1156
7,0.47,0.07,1.1,0.035,17,151,0.991,3.02,0.34,10.5,5,white,49,3.29,0.49,7.7,0.245,119,1057,6.937,21.14,2.38,73.5,35,0.2209
7.4,0.37,0.35,5.7,0.061,12,94,0.9965,3.48,0.69,10.7,6,white,54.76,2.738,2.59,42.18,0.4514,88.8,695.6,7.3741,25.752,5.106,79.18,44.4,0.1369
7.5,0.28,0.34,4.2,0.028,36,116,0.991,2.99,0.41,12.3,8,white,56.25,2.1,2.55,31.5,0.21,270,870,7.4325,22.425,3.075,92.25,60,0.0784
6.9,0.33,0.62,7.5,0.038,46,132,0.99143,3.23,0.43,13.4,7,white,47.61,2.277,4.278,51.75,0.2622,317.4,910.8,6.840867,22.287,2.967,92.46,48.3,0.1089
5.5,0.28,0.21,1.6,0.032,23,85,0.99027,3.42,0.42,12.5,5,white,30.25,1.54,1.155,8.8,0.176,126.5,467.5,5.446485,18.81,2.31,68.75,27.5,0.0784
7,0.17,0.42,1,0.075,19,71,0.99103,3.32,0.62,11.4,6,white,49,1.19,2.94,7,0.525,133,497,6.93721,23.24,4.34,79.8,42,0.0289
8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5,white,67.24,2.542,3.526,57.4,0.3854,147.6,713.4,8.169496,26.486,5.248,86.92,41,0.0961
8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,6,white,72.25,2.38,2.89,117.3,0.3485,272,1368.5,8.48385,26.605,3.4,84.15,51,0.0784
7.3,0.28,0.42,14.4,0.04,49,173,0.9994,3.28,0.82,9,7,white,53.29,2.044,3.066,105.12,0.292,357.7,1262.9,7.29562,23.944,5.986,65.7,51.1,0.0784
7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3,8,white,59.29,3.08,2.079,34.65,0.2618,207.9,731.5,7.636475,24.717,4.543,94.71,61.6,0.16
8.2,0.34,0.38,2.5,0.08,12,57,0.9978,3.3,0.47,9,6,red,67.24,2.788,3.116,20.5,0.656,98.4,467.4,8.18196,27.06,3.854,73.8,49.2,0.1156
6.7,0.33,0.34,6.6,0.067,35,156,0.99542,3.11,0.48,9.3,6,white,44.89,2.211,2.278,44.22,0.4489,234.5,1045.2,6.669314,20.837,3.216,62.31,40.2,0.1089
7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7,red,57.76,5.586,0.152,19,0.5396,76,106.4,7.564888,26.676,5.396,88.92,53.2,0.540225
11.1,0.39,0.54,2.7,0.095,21,101,1.0001,3.13,0.51,9.5,5,red,123.21,4.329,5.994,29.97,1.0545,233.1,1121.1,11.10111,34.743,5.661,105.45,55.5,0.1521
5.1,0.33,0.27,6.7,0.022,44,129,0.99221,3.36,0.39,11,7,white,26.01,1.683,1.377,34.17,0.1122,224.4,657.9,5.060271,17.136,1.989,56.1,35.7,0.1089
9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5,red,84.64,3.956,4.508,22.08,0.7912,211.6,1067.2,9.17792,29.716,5.888,87.4,46,0.1849
7.9,0.29,0.36,11.1,0.033,43,208,0.9969,3.14,0.46,10.3,5,white,62.41,2.291,2.844,87.69,0.2607,339.7,1643.2,7.87551,24.806,3.634,81.37,39.5,0.0841
5.9,0.2,0.28,12.8,0.038,29,132,0.99426,3.31,0.57,11.8,7,white,34.81,1.18,1.652,75.52,0.2242,171.1,778.8,5.866134,19.529,3.363,69.62,41.3,0.04
7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,6,red,50.41,4.189,0,15.62,0.5538,184.6,312.4,7.066062,24.282,4.828,76.68,42.6,0.3481
6.7,0.21,0.32,5.4,0.047,29,140,0.995,3.39,0.46,9.7,6,white,44.89,1.407,2.144,36.18,0.3149,194.3,938,6.6665,22.713,3.082,64.99,40.2,0.0441
6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,5,red,39.69,3.78,0.63,10.08,0.3024,75.6,163.8,6.256278,22.365,3.213,76.23,31.5,0.36
6.6,0.23,0.29,14.45,0.057,29,144,0.99756,3.33,0.54,10.2,6,white,43.56,1.518,1.914,95.37,0.3762,191.4,950.4,6.583896,21.978,3.564,67.32,39.6,0.0529
6.4,0.32,0.5,10.7,0.047,57,206,0.9968,3.08,0.6,9.4,5,white,40.96,2.048,3.2,68.48,0.3008,364.8,1318.4,6.37952,19.712,3.84,60.16,32,0.1024
6.4,0.16,0.22,1.4,0.04,41,149,0.9933,3.49,0.58,10,6,white,40.96,1.024,1.408,8.96,0.256,262.4,953.6,6.35712,22.336,3.712,64,38.4,0.0256
7.4,0.29,0.25,3.8,0.044,30,114,0.992,3.11,0.4,11,6,white,54.76,2.146,1.85,28.12,0.3256,222,843.6,7.3408,23.014,2.96,81.4,44.4,0.0841
7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,6,white,49,2.38,1.82,72.1,0.287,357,1162,6.95674,21.56,2.45,81.2,42,0.1156
7.4,0.2,0.43,7.8,0.045,27,153,0.9964,3.19,0.55,9,7,white,54.76,1.48,3.182,57.72,0.333,199.8,1132.2,7.37336,23.606,4.07,66.6,51.8,0.04
6.6,0.32,0.26,4.6,0.031,26,120,0.99198,3.4,0.73,12.5,7,white,43.56,2.112,1.716,30.36,0.2046,171.6,792,6.547068,22.44,4.818,82.5,46.2,0.1024
7.8,0.21,0.39,1.8,0.034,62,180,0.991,3.09,0.75,12.6,8,white,60.84,1.638,3.042,14.04,0.2652,483.6,1404,7.7298,24.102,5.85,98.28,62.4,0.0441
